Unnamed: 0,N,P,K,temperature,humidity,ph,rainfall,label
714,71,79,16,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
1103,25,38,33,33.56150184,45.53556603,5.977413803,95.70525913,mango
1168,9,37,30,32.13409675,50.52559148,6.097869767,98.63333684,mango
1830,26,19,29,26.58413917,95.78923137,6.25449571,171.6262299,coconut
1612,8,18,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
126,94,39,16,23.89114571,57.48775781,5.893093135,102.8301942,maize
834,14,80,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil
146,91,60,17,24.87502824,68.74248334,6.265564338,91.26056654,maize
1562,7,140,198,22.98208095,93.84505029,5.971332179,109.5852253,apple
1487,90,23,47,28.55852465,90.45773041,6.159020864,27.26588346,watermelon
1784,49,61,55,32.76795887,94.57377401,6.764213299,240.4795923,papaya
1203,36,140,198,37.46566825,80.65968681,6.15526103,66.83872293,grapes
1125,16,38,34,31.09779147,47.41196659,4.546466109,90.28624348,mango
1345,81,23,55,24.6774157,82.75411437,6.206247494,57.05709413,watermelon
187,79,53,17,23.33844615,59.24580604,6.47444292,105.0083145,maize
1148,37,19,33,33.7462686,48.50387598,6.777788126,92.26439205,mango
1121,36,37,30,27.98392787,53.33018851,5.548584852,99.61465679,mango
197,60,54,18,18.74826712,62.49878458,6.417820493,70.23401597,maize
1920,131,58,25,23.66457347,81.69105088,7.352401887,99.36898373,cotton
1821,26,10,26,28.11321494,90.01734526,6.387067562,172.4813641,mango
620,13,55,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean
1438,95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,watermelon
2039,90,45,43,24.06475727,71.31342851,6.509174789,153.6390212,jute
1520,34,18,33,27.0828252,97.00155491,5.948342571,171.7575545,mango
1645,40,25,9,24.53610067,91.90997228,6.488221135,115.9787989,orange
1222,38,122,197,25.51939719,83.98351748,7.2286454,69.17281221,grapes
1815,27,144,32,27.1326009,95.23797989,6.234458417,204.7206567,coconut
92,81,53,36,26.52872817,80.12267476,6.158376967,218.9163567,rice
1130,11,18,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
1448,117,19,55,28.80311922,91.78336933,6.976997772,106.060149,muskmelon
2018,82,46,42,26.96656378,78.21047693,6.239011,169.8391177,rice
1591,25,140,198,23.64082979,90.95257927,5.560521058,116.7431319,apple
1911,122,59,19,23.5000992,83.63488952,6.219469084,79.81328183,cotton
1177,40,18,35,31.89356292,49.02450149,6.4841522,89.59371481,mango
1322,120,15,55,25.79448878,84.26830701,6.762471629,56.45229202,muskmelon
1064,92,85,45,29.22174227,81.08183635,6.010095853,169.322139,banana
2015,99,49,38,24.39736241,79.26861738,7.014063944,164.2697011,jute
1457,100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,watermelon
329,16,73,21,18.50692825,23.61670065,5.679224346,87.0513289,pigeonpeas
1628,9,6,12,15.34320488,94.35734702,7.994465371,110.2223123,orange
1400,115,19,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
1956,140,57,16,23.54234715,75.98203329,7.947011366,84.12536744,cotton
815,54,61,20,30.08545364,69.34811988,6.668238556,67.1367443,blackgram
453,9,77,18,33.50876355,45.70976142,7.322097972,126.6738117,pigeonpeas
334,1,67,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans
1513,0,136,200,14.78003032,91.22062116,6.118430299,100.1961762,apple
2013,60,55,44,24.9949957,88.95692783,7.02777956,151.4935635,jute
2066,77,36,44,25.86705009,84.09985284,7.36008498,154.8390847,jute
56,86,51,40,24.17298839,83.7287574,5.583370042,257.0343554,rice
655,23,50,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean
2072,70,42,45,23.16814977,76.66724969,6.508342839,157.1215052,jute
938,5,23,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate
291,29,67,75,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
1142,34,36,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
1090,117,86,45,20.68185224,79.29573149,7.829507245,109.7513927,banana
1144,21,22,26,28.22373428,47.40519056,5.024124684,97.76832322,mango
1112,26,28,30,27.53907547,53.63549533,6.797779227,99.35408185,mango
194,71,60,25,26.07470121,59.37147589,6.2048017,85.75692395,maize
1114,5,16,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
1036,117,76,52,25.40909896,82.36208097,6.176644228,112.9794804,banana
1192,35,21,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
844,23,58,15,23.7937153,68.03209183,6.516317561,49.73922097,lentil
1005,93,94,46,25.86632408,84.42379269,6.079178788,114.5357503,banana
1162,1,20,27,29.1247902,52.40983294,6.006784979,188.9252083,mango
1421,100,10,53,29.05248036,93.92217834,6.105909623,23.66620626,watermelon
137,86,58,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
849,24,70,19,25.17885316,68.93307305,6.54803469,35.03484812,lentil
1126,38,15,35,34.73823882,49.08864345,5.855119268,90.65022183,mango
1777,52,61,45,38.38231475,93.10378595,6.985804083,210.2735346,papaya
985,39,29,35,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
1740,43,50,53,28.28222883,91.37059792,6.63016515,179.2720807,papaya
545,29,44,20,30.09132304,63.56222995,8.620107545,31.83192392,mothbeans
2015,92,41,40,31.12896766,43.58788762,6.455592696,32.76742894,jute
1133,12,26,31,33.80398664,46.12866113,4.507523551,90.82549241,mango
816,37,60,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil
153,75,49,18,18.41932981,64.23580251,6.474476516,76.41312437,maize
1613,9,18,9,26.56608303,94.45239715,6.285312759,116.3796525,orange
1820,27,8,27,25.64004392,81.03273481,6.217974349,199.4735636,coconut
288,32,70,79,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
1192,8,37,30,28.07802689,54.9640534,6.128167757,97.45373619,mango
19,91,35,37,24.28209415,80.30025587,7.042299069,231.0863347,rice
1222,38,125,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes
120,60,57,18,21.44526922,63.1621551,6.178056304,65.88951188,maize
399,22,79,20,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans
117,61,44,17,25.1420613,65.26185135,6.021902237,76.68456006,maize
1898,37,5,34,25.79490531,93.84150618,6.511030515,152.4238712,coconut
1508,22,126,197,21.91191314,91.68748063,6.499226821,117.0761277,grapes
2081,60,56,40,26.13871511,79.1188943,5.74055541,,jute
1455,82,15,55,29.45771748,92.12534736,6.708743843,20.76212031,banana
631,6,57,22,28.6362812,84.61431076,6.790736339,48.48319335,mungbean
1095,108,85,55,27.35911627,84.54625006,6.387431383,90.81250457,banana
1494,89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,watermelon
1120,6,30,34,27.32961444,49.30347234,6.052026047,93.53197359,mango
147,74,56,38,23.89114571,47.48775781,5.893093135,102.8301942,rice
2077,72,41,37,24.09874353,80.57226761,6.187746776,176.8604109,jute
618,19,54,20,27.11030369,83.64274107,6.883308033,49.11964582,mungbean
637,20,60,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean
173,76,57,18,23.30355338,73.62548442,5.873242491,97.59081274,maize
238,46,76,82,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
1155,38,15,35,27.10710832,50.70880979,4.94295037,92.37238878,mango
1114,15,16,29,27.25373364,52.66319725,5.566704378,91.87312479,mango
1114,2,31,32,30.33723921,48.88704844,5.755049971,94.42850526,mango
173,63,59,19,20.03728219,56.35606753,6.727303282,109.024141,maize
1030,93,81,50,27.84767901,83.31110751,6.101241579,117.2878912,banana
1318,91,53,44,26.80750629,88.22874955,6.429788073,58.79889057,rice
1014,86,95,49,28.0544519,78.04602887,6.222390798,116.9256766,banana
1624,38,15,5,21.03200078,92.9641969,7.684420446,110.6823944,orange
150,29,142,197,29.99677232,81.54156612,6.112305667,67.12534492,grapes
1125,29,13,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
1055,107,71,53,29.42017919,83.96754496,6.088064451,117.229079,banana
1472,102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,banana
1756,50,46,48,31.18298415,90.21646909,6.734005648,54.01872359,papaya
1870,26,17,33,27.45907759,92.90736493,5.836075368,142.1430003,coconut
1188,22,37,30,36.04353699,47.90859131,4.759490199,159.8938645,mango
1789,57,47,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya
1119,9,36,25,30.33723921,48.88704844,5.755049971,94.42850522,mango
877,30,61,19,27.14911056,67.02664337,6.157782589,52.50812701,lentil
1070,108,79,48,25.16278237,84.97849241,6.110844721,90.94554618,banana
1016,85,95,50,25.94019018,78.3422098,6.211833161,119.84797,banana
1125,12,27,32,31.09779147,47.41196659,4.546466109,90.28624348,mango
743,35,67,21,33.39438752,62.93692886,6.602888249,63.57445989,blackgram
842,34,70,16,23.43974653,63.22011726,5.94239222,45.40277297,blackgram
743,55,77,21,33.39438752,62.93692886,6.602888249,63.57445989,blackgram
736,31,62,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
1733,39,69,46,26.26559543,90.79668055,6.651491679,59.49373381,papaya
1435,88,18,55,29.90415889,90.75284363,6.646962425,25.37828397,watermelon
624,33,47,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
1126,38,17,31,34.73823882,49.08864345,5.855119268,90.65022183,mango
1638,10,6,7,21.21306973,91.35349216,7.817846496,112.9834361,orange
1596,29,135,199,22.31944084,90.85174383,5.732757516,100.1173443,grapes
990,9,18,37,23.77989026,92.93386903,5.893332378,106.977723,pomegranate
1875,38,5,42,25.54963273,96.92786777,6.156259104,191.2996157,pomegranate
404,10,64,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
1366,120,5,47,24.24782473,83.03687902,6.653867608,54.7657624,muskmelon
1333,99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,muskmelon
1177,40,16,35,32.06097197,51.08494181,6.336234624,96.59816497,mango
1784,49,61,50,32.76795887,94.57377401,6.764213299,240.4795923,papaya
640,11,49,20,27.33684386,88.50229102,7.033012777,51.09802625,mungbean
162,67,51,25,23.50297882,61.32026065,5.584171461,64.77791424,maize
19,89,45,25,24.28209415,80.30025587,7.042299069,231.0863347,maize
1285,8,130,197,25.96308415,82.57813624,5.838748311,70.31782647,apple
1119,40,18,27,34.16438906,54.16482251,4.954739564,98.33351125,mango
1394,119,30,54,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
1161,61,32,30,33.88004781,54.39416048,6.273953676,89.29147581,mango
106,93,51,18,25.6217169,66.50415474,6.047906679,105.4654703,maize
896,9,77,18,21.65845777,63.58337146,6.280725549,38.07659414,lentil
1196,21,21,33,27.69819273,51.41593238,5.403908328,100.7720705,mango
1164,39,26,26,33.33024826,45.61143594,6.953246506,98.28583013,mango
556,19,56,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
1885,30,13,27,27.15116142,91.48889469,6.413184638,164.9182225,coconut
1119,36,26,32,34.16438906,54.16482251,4.954739564,98.33351125,mango
859,23,65,19,24.87425505,64.00213929,7.198076286,48.28137482,lentil
1119,36,37,30,34.16438906,54.16482251,4.954739564,98.33351125,mango
17,82,48,22,24.28209415,80.30025587,7.042299069,231.0863347,maize
2049,100,56,36,26.38905406,83.31240346,7.433313409,176.1516409,jute
1185,24,18,33,31.53356352,53.06009323,5.821106036,98.57025046,mango
1131,2,38,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
1727,38,57,48,34.28879307,93.61082872,6.721130543,127.2509777,papaya
982,32,14,41,23.50128217,92.97527546,5.786058032,106.61905,pomegranate
1936,113,36,24,22.00085141,79.47270984,7.388265888,90.42224164,cotton
932,21,25,39,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
596,22,51,18,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans
1102,21,20,28,27.00315545,47.67525434,5.699586972,95.85118326,mango
1694,6,13,7,23.35723208,90.561917,6.026287448,171.6976946,orange
1276,25,145,199,17.98667801,81.17712085,5.777271492,72.37127689,grapes
791,33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
793,59,63,17,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
1106,19,23,25,30.01592643,53.19212381,5.074272692,97.72843182,mango
1341,49,11,8,12.59093977,91.81668769,6.206053072,119.3916718,orange
308,17,72,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans
716,5,19,42,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
1369,114,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
1542,21,11,198,23.86087054,94.92048112,5.765015126,105.0241329,apple
1412,83,5,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon
327,15,76,20,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
1629,4,18,12,33.1056981,93.48447453,7.434118807,119.1709113,orange
1411,0,13,12,25.26052689,90.31153735,6.822282114,117.3695296,orange
1364,115,11,48,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
74,76,54,38,26.29465461,84.56919326,7.023936392,257.4914906,rice
130,95,50,19,26.54986394,72.89187265,5.787268394,73.33636055,maize
2098,90,39,39,24.44743944,82.286484,6.7693455,190.9684885,jute
644,20,45,23,29.5888162,89.9939693,6.904587016,54.96121262,mungbean
2165,97,22,25,23.60567546,59.68849145,6.074190142,185.1568059,coffee
173,66,45,19,23.30355338,64.62548442,5.873242491,97.59081274,maize
1730,44,55,47,39.23342464,91.25589286,6.519779583,64.4478499,papaya
1056,83,94,54,27.39872329,81.10523402,6.469370954,112.1355384,banana
1273,35,123,198,21.77466746,80.54942557,6.400719746,69.39630398,grapes
1157,6,37,25,32.13409675,50.52559148,6.097869767,98.63333684,mango
1155,23,32,28,29.26382931,54.82257868,5.342866119,100.7586226,mango
680,36,45,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean
1726,32,47,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya
680,28,38,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean
1125,18,24,25,31.09779147,47.41196659,4.546466109,90.28624348,mango
1271,8,130,197,24.06679352,82.66396666,6.053662544,69.81855775,grapes
1184,0,38,25,34.13072188,51.25786185,5.101206389,96.38808001,mango
526,8,47,17,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans
1125,13,28,26,31.09779147,47.41196659,4.546466109,90.28624348,mango
1841,21,40,30,27.1872282,92.19906776,6.137102505,141.3220576,mango
1942,103,46,20,24.29470232,84.61527627,6.527541591,81.05902285,cotton
1041,101,70,46,25.36059237,75.03193255,6.012696655,116.5531455,banana
2003,86,37,40,25.72100868,88.16513579,6.207459637,175.6086697,jute
1902,104,44,17,23.9656349,76.97696717,7.633437412,90.75616738,cotton
562,16,76,17,28.17432665,81.04554836,6.828187499,36.35720652,lentil
1861,31,23,33,27.1872282,92.19906776,6.137102505,141.3220576,coconut
1654,37,16,6,15.83388699,91.68293851,7.651225301,109.7571416,orange
895,37,77,22,23.05276444,60.424786,7.011121216,52.60285259,lentil
1366,120,7,50,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
1350,97,23,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
1932,125,60,15,24.14386157,84.51591287,6.785723961,80.36146974,cotton
1173,9,37,30,31.66524687,41.98594645,5.435840509,89.98024312,mango
2015,74,43,42,24.39736241,79.26861738,7.014063944,164.2697011,jute
1751,39,24,31,25.61294367,94.3138837,5.740054567,224.3206759,mango
474,9,60,22,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas
106,93,51,17,25.6217169,66.50415474,6.047906679,105.4654703,maize
1224,15,144,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes
1121,20,36,31,30.91471455,49.92963856,6.810186079,90.14047759,mango
267,41,55,82,25.85036988,81.95580471,5.793260262,119.0856171,chickpea
1313,15,19,7,25.5421695,83.31883376,6.936997681,57.57343233,orange
116,75,38,18,24.61294367,70.4162444,5.740054567,224.3206759,maize
1964,119,36,31,22.14593688,82.8597549,7.091992365,60.65381719,mango
1119,38,5,31,34.16438906,54.16482251,4.954739564,98.33351125,coconut
192,76,51,16,26.16985907,71.96246617,6.247040422,79.84925393,maize
1165,15,45,27,21.66524687,51.98594645,5.435840509,89.98024312,mango
1119,5,19,31,35.39986338,49.45962621,6.166173834,97.41054011,mango
1560,26,130,199,21.41363812,92.99124545,5.878568981,118.3979065,apple
140,99,38,15,24.10859207,73.13112261,6.234330356,71.07562236,maize
1127,22,35,29,27.67256197,45.41692012,4.947683034,92.84991507,mango
222,41,62,77,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
116,63,38,22,18.25405352,55.28220433,6.204747653,63.72358154,maize
1624,32,13,7,21.03200078,92.9641969,7.684420446,110.6823944,orange
1035,118,81,50,27.57278064,82.0638878,6.435785799,91.34276507,banana
1127,28,34,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
1624,56,9,12,21.03200078,92.9641969,7.684420446,110.6823944,orange
1602,27,13,8,13.36050601,91.35608208,7.335158382,111.2266885,orange
176,84,48,20,22.6265115,65.77472881,6.78073637,88.17251033,maize
888,20,69,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil
980,10,9,43,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
1807,34,6,29,25.84726298,90.92669463,5.860740481,147.8888994,coconut
752,37,68,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram
991,30,52,24,28.57006111,65.71765781,6.593961761,70.0866434,mungbean
449,36,67,18,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas
725,48,61,20,30.28496619,61.69295127,6.628264883,65.62859526,blackgram
753,33,63,17,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
1149,9,36,26,27.3511056,54.43945147,6.441328044,96.27792547,mango
1807,34,6,33,25.84726298,90.92669463,5.860740481,147.8888994,coconut
580,20,45,15,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans
196,67,55,19,23.30546753,63.24648023,6.385684214,108.7603001,maize
2019,74,49,36,23.31410442,71.4509053,7.488014404,164.4970373,jute
621,31,59,15,28.7420098,85.81675947,6.452006451,48.54598575,mungbean
1773,56,68,47,33.08706051,92.25197542,6.770384816,88.1300769,papaya
1125,35,18,31,31.09779147,47.41196659,4.546466109,90.28624348,mango
1866,27,29,26,26.61423461,96.97300803,6.142010637,191.006688,coconut
616,31,56,17,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
1386,92,7,45,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
903,37,16,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
2018,74,39,45,26.96656378,78.21047693,6.239011,169.8391177,jute
1615,9,11,15,26.53259325,94.39000473,6.835268184,54.30660782,orange
1102,21,28,33,27.00315545,47.67525434,5.699586972,95.85118326,mango
760,44,58,15,29.39982732,64.25510719,7.108450121,67.47677295,blackgram
1775,44,55,55,38.73218907,94.73613484,6.579441304,218.142147,papaya
601,5,56,18,26.1370825,66.7725209,6.559681838,21.45486619,lentil
740,39,63,20,19.3479443,55.96805489,4.681576043,194.5921148,blackgram
130,74,39,25,20.57981887,65.34583901,6.671085817,78.34604471,maize
815,26,29,40,29.78416743,85.16906976,6.79385576,40.77872823,pomegranate
676,23,38,21,27.62749466,86.49366929,6.605733068,39.26137642,mungbean
60,66,49,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
1010,118,88,46,28.65003945,82.68752542,5.843163161,98.75084366,banana
1163,2,37,26,28.89409382,54.80750249,6.472774648,94.76322976,mango
139,76,37,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
145,99,38,20,20.27317074,63.91281869,6.439071996,62.50351892,maize
1276,25,130,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes
1836,9,18,26,29.38072512,93.27565685,6.366219551,218.5241851,coconut
1119,108,38,21,34.16438906,54.16482251,4.954739564,98.33351125,maize
995,33,22,38,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
2191,116,28,27,27.54823036,62.88179198,6.123796057,181.4170812,coffee
382,0,65,24,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans
1653,14,23,9,17.24944623,91.13772765,6.543191814,112.5090516,orange
470,3,60,18,25.74679443,40.7192594,4.820788186,100.7791633,kidneybeans
397,37,65,20,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans
1023,80,71,55,27.50527651,80.79783998,6.156373499,105.0776992,banana
644,20,49,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean
1867,3,23,33,29.70143197,95.65754365,6.078807239,215.1968037,coconut
8,83,56,36,24.51588066,83.5352163,6.685346424,230.4462359,rice
1194,28,20,27,28.70595247,50.44030129,5.445008416,95.8946444,mango
1566,16,140,200,22.61711381,93.51978375,7.825535,115.7659902,grapes
1343,107,5,46,26.6634609,89.98405233,6.881425746,57.40847165,muskmelon
1990,102,45,19,23.65629976,77.52425987,7.2942193,74.8984994,cotton
1025,88,75,55,29.10403455,79.19588629,6.324270089,92.07835761,banana
579,26,38,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans
1596,24,138,195,22.31944084,90.85174383,5.732757516,100.1173443,grapes
1428,102,22,50,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon
1321,93,21,55,27.3506296,94.2911951,6.067665498,27.21244021,watermelon
1940,108,58,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
807,6,66,22,26.58972517,66.14007674,6.139215944,50.90994463,lentil
1879,27,8,81,25.9490364,94.73860514,6.470465614,144.1571109,coconut
1204,29,142,197,22.03296178,83.74372787,5.732453638,65.34440794,grapes
770,48,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram
319,25,70,23,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
1615,93,40,20,26.56608303,94.45239715,6.285312759,116.3796525,maize
1764,60,47,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
985,36,25,35,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
123,90,57,24,25.61707368,63.4711755,6.576418207,108.8303762,maize
678,26,54,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
1162,1,35,34,31.53356352,46.69536823,5.821106036,98.57025046,mango
1762,80,43,23,26.83054058,90.75379971,6.864143752,144.6656444,maize
1856,10,29,26,27.57283516,94.90485697,5.708409601,145.9298935,coconut
974,19,24,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
1712,47,47,53,31.56213762,93.0484859,6.506120752,63.62250788,papaya
928,8,66,21,18.47412402,89.68919664,7.130837931,108.4758509,lentil
1357,120,20,55,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
870,26,75,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil
1378,111,5,52,26.283443,84.42478917,6.520663422,50.78669728,muskmelon
1088,85,84,52,27.40053601,82.96221306,6.276800323,104.9378,banana
2029,82,40,23,26.21312799,81.70476368,6.667633355,180.1237765,jute
1018,100,76,46,25.56703012,75.94067692,5.590236025,102.7867717,banana
1895,22,9,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut
500,3,66,18,27.91095209,64.70930606,3.692863601,32.67891866,kidneybeans
878,0,70,15,23.33375853,64.50515776,7.240988401,47.01510708,lentil
474,9,63,23,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas
1035,116,81,53,27.57278064,82.0638878,6.435785799,91.34276507,banana
122,88,55,19,18.28362235,66.65952796,6.829199275,80.97573281,maize
1048,83,95,47,26.51682337,77.79913575,5.50947065,108.8547508,banana
1082,90,85,53,27.96236771,84.15403614,5.644486582,97.55986676,banana
1113,9,25,27,27.53907547,53.63549533,6.797779227,99.35408185,mango
1371,71,36,15,29.49401389,94.72981338,6.185053234,26.30820876,maize
513,23,44,18,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans
1554,2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,grapes
812,105,31,34,23.12844351,74.68322732,6.344751947,199.8362913,coffee
1361,101,17,47,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
1358,91,9,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
1305,80,23,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
383,14,66,16,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans
685,32,35,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
1854,36,29,34,26.50908611,94.48414544,6.143662699,199.8778403,coconut
155,60,38,18,25.61707368,63.4711755,6.576418207,108.8303762,maize
87,84,50,36,25.48591986,81.40633547,5.935344406,182.6549356,rice
1331,28,9,11,28.69708334,94.30759855,6.002927293,22.21807088,orange
1929,108,38,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
53,68,47,42,21.97199397,81.89918197,5.658169482,227.3637009,rice
1150,36,26,31,32.89300162,52.61323969,4.650536197,94.49161372,mango
693,46,75,17,28.43683487,87.91332682,6.583381939,43.12063289,blackgram
1518,0,137,196,23.11438731,68.00096043,6.703270635,161.8944624,apple
439,39,60,18,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas
465,7,64,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas
1416,119,10,49,29.68846716,94.30111601,6.168757984,26.83924845,watermelon
302,31,67,25,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans
1569,,59,22,21.98141856,91.12719303,6.142803397,115.4789148,kidneybeans
696,9,59,19,27.95639663,83.52706038,6.921993878,43.25726752,mungbean
102,80,43,19,23.55882094,71.59351368,6.657964753,66.71995467,maize
441,22,73,25,19.63736208,29.31528909,4.608695247,176.4134092,pigeonpeas
622,33,45,24,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
172,94,60,21,20.51716779,59.21235483,5.561510732,67.61013737,maize
168,71,45,19,24.87502824,68.74248334,6.265564338,91.26056654,maize
940,38,23,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
10,78,46,15,18.66116213,61.55327249,6.121294041,75.03247667,maize
1125,17,129,29,31.09779147,47.41196659,4.546466109,90.28624348,mango
1142,33,19,26,32.27652024,50.19368841,5.316875978,95.99487068,mango
184,91,53,18,23.33844615,59.24580604,6.47444292,105.0083144,maize
1925,105,60,23,23.37044424,56.43198948,7.977651226,71.67870701,cotton
927,37,8,37,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
1654,24,15,6,15.83388699,91.68293851,7.651225301,109.7571416,orange
17,63,58,19,24.28209415,80.30025587,7.042299069,231.0863347,maize
1591,36,140,198,23.64082979,90.95257927,5.560521058,116.7431319,apple
1369,112,19,46,25.41864024,81.12122989,6.286387658,49.52320689,muskmelon
1963,112,38,24,25.68959532,77.90621048,6.470135478,66.19426787,cotton
1119,114,30,48,22.08458267,82.82904143,6.691690476,67.06459777,watermelon
1309,118,21,50,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
1180,1,28,30,27.32961444,49.30347234,6.052026047,93.53197359,mango
1751,0,25,31,22.56664172,93.37488907,7.598729065,109.8585753,coconut
1098,82,78,55,27.34585147,78.4873835,6.281069505,92.15524332,banana
1803,2,21,30,25.02887163,91.53720922,6.293662363,179.8248944,coconut
60,84,40,43,20.41447029,82.20802629,7.592490617,245.1511304,rice
1935,114,59,17,25.54359718,84.09229796,7.175934962,88.94245493,cotton
1306,85,30,47,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
1168,33,41,28,31.32995611,50.22287593,5.421265283,89.78216168,mango
1176,20,18,35,31.32863689,47.59319575,6.524114355,94.67344737,mango
1133,31,24,28,33.7462686,48.50387598,6.777788126,92.26439205,mango
861,5,16,39,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate
1148,40,18,30,33.7462686,48.50387598,6.777788126,92.26439205,mango
2006,63,58,44,23.41798979,85.08640476,6.661957897,185.7446728,jute
2022,85,40,39,26.8748389,79.78725152,6.956682743,173.1017097,jute
